ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID227486336,1a Benina St,2,u,860000.0,22/07/2017,1.0,1.0,230.0,29.0,-37.9236,145.05913
ID905069238,1/29 Atkinson St,3,t,905000.0,20/05/2017,1.0,2.0,418.0,64.0,-37.885999999999996,145.096
ID193794241,22 Greig St,3,h,3755000.0,26/07/2016,2.0,2.0,325.0,109.0,-37.8413,144.95
ID902193568,297 Ross St,4,h,2625000.0,3/09/2017,3.0,2.0,202.0,119.0,-37.83247,144.94212
ID289648452,70 Park St,3,h,3000000.0,15/10/2016,3.0,2.0,191.0,129.0,-37.836,144.9824
ID368426287,2a Kent Rd,3,h,616000.0,24/09/2016,1.0,1.0,190.0,49.0,-37.7211,144.9508
ID354899735,66 Ursa St,3,h,1490000.0,17/06/2017,1.0,2.0,703.0,69.0,-37.78327,145.07709
ID859206904,19 Hedderwick St,4,h,1250000.0,25/02/2017,2.0,2.0,644.0,69.0,-37.7997,145.0993
ID847157483,18 Carlsberg Rd,4,h,3300000.0,29/07/2017,2.0,3.0,1783.0,59.0,-37.76457,145.06555
ID287958067,1/7 Glenmore St,1,u,288000.0,12/06/2016,1.0,1.0,774.0,49.0,-37.8241,145.1262
ID251483984,4/2 Strettle St,2,u,716000.0,8/04/2017,1.0,1.0,0.0,24.0,-37.7554,144.982
ID667257186,3/220 Warrigal Rd,2,u,435000.0,12/11/2016,1.0,1.0,896.0,59.0,-37.8479,145.0958
ID843376702,8 Cash St,4,h,1740000.0,10/09/2016,2.0,2.0,610.0,26.0,-37.7843,145.0891
ID747650611,4/47 Middle Rd,2,u,420000.0,25/02/2017,1.0,1.0,0.0,49.0,-37.7678,144.8899
ID638345547,39 Kiewa St,3,h,1542000.0,8/04/2017,2.0,2.0,980.0,39.0,-37.7883,145.1387
